fund_short_name,fund_name,register_number,price_type,tag,strategy
众壹资产伊雷稳进五号A类,众壹资产伊雷稳进五号私募证券投资基金A类,VY509A,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': 'ETF套利', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '基金套利', 'strategy_three': 'ETF套利'}}"
蒙玺中证1000量化对冲钧衡5号B,蒙玺中证1000量化对冲钧衡5号私募证券投资基金B类份额,XA346B,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '另类因子'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '另类因子'}}"
博孚利多策略二十五号,博孚利多策略二十五号私募证券投资基金,SXD133,2,{'company': ['场外衍生品产品']},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场外期权', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
盈帛维多利十二号,盈帛维多利十二号私募证券投资基金,SXF181,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': ''}}"
睿量智行1号,睿量智行1号私募证券投资基金,SXE629,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '1000指增', 'strategy_three': ''}}"
一马金品量化稳健1号,一马金品量化稳健1号私募证券投资基金,SXB860,2,{'company': ['高波']},"{'company': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': '择时择股,持仓集中'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': '择时择股,持仓集中'}}"
半鞅鑫科中证500指数增强,半鞅鑫科中证500指数增强私募证券投资基金,SXD603,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '500指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': ''}}"
盛丰明盛量化对冲二号,盛丰明盛量化对冲二号私募证券投资基金,SXD169,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
善择季季红,善择季季红私募证券投资基金,SXC626,2,{'company': ['低波']},"{'company': {'strategy_one': '债券策略', 'strategy_two': '信用债', 'strategy_three': '城投债,地产债'}, 'platform': {'strategy_one': '债券策略', 'strategy_two': '信用债', 'strategy_three': '城投债,地产债'}}"
期期三十号,期期三十号私募证券投资基金,SXF338,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '复合策略', 'strategy_three': ''}}"
博孚利丰盈2号,博孚利丰盈2号私募证券投资基金,SXC535,2,{'company': ['场外衍生品产品']},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场外期权', 'strategy_three': '其他场外期权'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': '低频,量价'}}"
博孚利丰瑞1号,博孚利丰瑞1号私募证券投资基金,STY062,2,{'company': ['场外衍生品产品']},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
量道钻选CTA1号B类,量道钻选CTA1号私募证券投资基金B类份额,VQ846B,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合均衡'}}"
量客长阳三号B类,量客长阳三号私募证券投资基金B类,QD361B,2,{'company': ['低波']},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期权套利', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期权套利', 'strategy_three': ''}}"
博孚利玉江郎1号B类,博孚利玉江郎1号私募证券投资基金B类份额,TV136B,2,{'company': ['定制型FOF']},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
博孚利玉江郎1号A类,博孚利玉江郎1号私募证券投资基金A类份额,TV136A,2,{'company': ['定制型FOF']},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
龙帆优孚1号A类,龙帆优孚1号私募证券投资基金A类,TY187A,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': ''}}"
枫润红竹一号,枫润红竹一号私募证券投资基金,STZ981,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
正定成长CTA1号,正定成长CTA1号私募证券投资基金,SXD663,2,{'company': ['高波']},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '中高频'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '中高频'}}"
正定进取8号,正定进取8号私募证券投资基金,SXE147,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '中高频'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '中高频'}}"
博孚利尊享跃威二号FOF,博孚利尊享跃威二号FOF私募证券投资基金,SXC742,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
鸿锦郁金香多策略,鸿锦郁金香多策略私募证券投资基金,SXC252,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': ''}}"
弈倍虎鲸12号,弈倍虎鲸12号私募证券投资基金,SXE479,2,{'company': ['中波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票多空', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票多空', 'strategy_three': '场内券'}}"
量桥投资星瀚11号,量桥投资星瀚11号私募证券投资基金,SXD098,2,{'company': ['中波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': '打板'}}"
博孚利信新FOF一号,博孚利信新FOF一号私募证券投资基金,SXD131,2,{'company': ['低波FOF']},"{'company': {'strategy_one': '多资产策略', 'strategy_two': 'FOF', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
博孚利多策略二十四号,博孚利多策略二十四号私募证券投资基金,STZ941,2,{'company': ['低波FOF']},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': '跨期套利,股指套利'}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': '股指套利,跨市场套利'}}"
博孚利小满1号,博孚利小满1号私募证券投资基金,SXD115,2,{'company': ['交易型产品']},"{'company': {'strategy_one': '多资产策略', 'strategy_two': '宏观策略', 'strategy_three': '交易型'}, 'platform': {'strategy_one': '期权策略', 'strategy_two': '场内期权', 'strategy_three': '期权多策略'}}"
云起量化金选8号,云起量化金选8号私募证券投资基金,SXB613,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '1000指增,量价,中频'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': '中频,量价'}}"
千衍红橡六和5号,千衍红橡六和5号私募证券投资基金,SVF186,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': ''}}"
交睿诚选1号,交睿诚选1号私募证券投资基金,STY647,2,{'company': None},"{'company': {'strategy_one': '多资产策略', 'strategy_two': '宏观策略', 'strategy_three': '量化'}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '宏观策略', 'strategy_three': ''}}"
锴量问天一号,锴量问天一号私募证券投资基金,SXC157,2,{'company': ['低波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票T0', 'strategy_three': '底仓T0,程序化'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票多空', 'strategy_three': ''}}"
照月海舟CTA进取1号,照月海舟CTA进取1号私募证券投资基金,SXB922,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合均衡'}}"
龙帆优孚1号B类,龙帆优孚1号私募证券投资基金B类,TY187B,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': ''}}"
博孚利多策略80号,博孚利多策略80号私募证券投资基金,SXC534,2,{'company': ['定制子层']},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场内期权', 'strategy_three': '金融卖波'}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
杉阳云杉CTA1号A类,杉阳云杉CTA1号私募证券投资基金A类份额,XE091A,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': ''}}"
安子极客中证1000增强一号,安子极客中证1000增强一号私募证券投资基金,STZ906,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '1000指增,量价,高频'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '1000指增', 'strategy_three': '高频,量价'}}"
艾方CTA一号B类,艾方CTA一号私募证券投资基金B类份额,JK594B,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合均衡'}}"
博孚利CTA-FOF99号B类,博孚利CTA-FOF99号私募证券投资基金B类,XB851B,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
博孚利CTA-FOF99号A类,博孚利CTA-FOF99号私募证券投资基金A类,XB851A,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
量锐145号,量锐145号私募证券投资基金,SXB513,2,{'company': ['中波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '500中性,低频'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '低频,500中性'}}"
量桥投资汇鑫5号A类,量桥投资汇鑫5号私募证券投资基金A类份额,XB019A,2,{'company': ['低波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': '打板'}}"
六禾谦帆,六禾谦帆私募证券投资基金,SXB449,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
博孚利守安FOF,博孚利守安FOF私募证券投资基金,SXB196,2,{'company': ['低波FOF']},"{'company': {'strategy_one': '多资产策略', 'strategy_two': 'FOF', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
博孚利CTA-FOF99号,博孚利CTA-FOF99号私募证券投资基金,SXB851,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
新伯霖健康成长1号,新伯霖健康成长1号私募证券投资基金,STY962,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': '交易型,行业主题型,港股'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': '行业主题型,交易型,港股'}}"
中邮永安如意88号,中邮永安如意88号私募证券投资基金,SXD202,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': ''}}"
启元私享2号A类,启元私享2号私募证券投资基金A类,JU088A,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '基本面'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '基本面'}}"
明汯量化中小盘增强1号B类,明汯量化中小盘增强1号私募证券投资基金B类份额,GG585B,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '1000指增,中频'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '1000指增', 'strategy_three': ''}}"
静实致远增强B类,静实致远增强私募证券投资基金B类份额,TX963B,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': '交易型'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
